Hold until	公開延期期日
Obsoleted	取り消し
FTP directory	FTPディレクトリ

.	esearch
images only	画像のみ
display mode	表示モード
Latest entries	最新エントリ
new EMDB	新規EMDB
new map	新規マップ
updated map	更新されたマップ
new PDB	新規PDB
updated PDB	更新されたPDB
Processing method	解析手法
sort by	並び順
authors	登録者
new	新規
new map	新規マップ
updated	更新
Latest entries	最新エントリ
Updated entries	更新エントリ
Data entries	データエントリ
Latest only 	最新のみ
Updated only	更新のみ
All	すべて
Search query	検索条件
EMN search	EMN検索
EMDB & PDB	EMDBとPDB
Check all	すべてチェック
Search options	検索条件
Display options	表示条件
Cross search by Yorodumi	万見で横断検索
Found entry by ID search	IDがヒットしたエントリ

.	ysearch
images only	画像のみ
Search query	検索条件
display mode	表示モード
Search result	検索結果
Processing method	解析手法 
sort by	並び順 
authors	登録者
new	新規
new map	新規マップ
updated	更新
Function	機能
Chem	化合物
Taxonomy	生物種
Papers	文献
Docs	文書
auto	自動
All	すべて
Newer	新しい順
Older	古い順
Heavier	重い順
Lighter 	軽い順
More in PDB	PDBに多い順
Less in PDB	PDBに少ない順

.	omokage
All	すべて
Search query	検索条件
Recommended	おすすめ
Samples	サンプル
Query structure data	検索に使う構造
Data type	データのタイプ
Model	モデル
Density map	密度マップ
Codebook vectors	コードブックベクトル
File: 	ファイル: 
Identical assembly	同一の集合体
30-dot model	30点モデル
50-dot model	50点モデル
Received data	受信したデータ
error	エラー
file	ファイル
Surface level	表面レベル
Uploaded data	アップロードされたデータ
Search ID	検索ID
deposited	登録構造
Databases	データベース
uploaded at	アップロード時刻
approx size (A)	サイズ (&Aring;)
file info	ファイル情報
num of atoms	原子数
File Size (byte)	ファイルサイズ (バイト)
deposited unit	登録構造
Biological Unit	生物学的単位
none	なし
similar only	似たもののみ
different only	異なるもののみ
Error message	エラーメッセージ
Unknown error	不明なエラー
Search status	検索の進捗
Error on comp system	解析システムでのエラー
Uploding error	アップロードエラー
Summary	概要
Display	表示
Filter	絞り込み
Functions & homology	機能・相同性
Refinement	精密化
Run	実行
Composition similarity	構成の類似性
images only	画像のみ
as list	リスト表示
Used filters	絞り込みフィルタ
similar ones only	似たもののみ
different ones only	異なるもののみ

.	stat
Statistics	統計情報
Row key	行
Column key	列

.	pap
Structure methods	構造解析手法
Methods	手法
Journal	ジャーナル
Hybrid	ハイブリッド
Search query	検索条件
Journal, issue, pages	ジャーナル・号・ページ
Publish date	掲載日
Authors	著者
Abstract	要旨
External links	リンク
Structure data	構造データ
Chemicals	化合物

.	taxo
SASBDB entries	SASBDBエントリ
Scientific name	科学的名称
common name	一般名
genbank common name	GenBank一般名
genbank synonym	GenBank別称
cellular organisms	細胞生物
bacteria	バクテリア
archaea	古細菌
eukaryote	真核生物
fungus	菌類
yeast	酵母
arthropod	節足動物
plant	植物
animal	動物
invertebrata	無脊椎動物
fish	魚類
amphibia	両生類
reptile	爬虫類
bird	鳥類
mammal	哺乳類
virus	ウイルス
Lineage	系統
thermophilic	好熱性
Host	宿主

.	gallery
Classification	グループ分け

.	doc
FAQ	ありがちな質問と回答
Services	サービス一覧
Information	解説
All docs	すべての文書

.	pop

Data	データ
About	ヘルプ


.	molmil
Style	スタイル
Default	標準
Spacefill	空間充填
Ball & stick	球と棒
stick 	棒
Color	色
by chian	鎖ごと
Group (blue->red)	グループごと, 青→赤

Menus	メニュー
Conosle	コンソール

Molmil UI 	MolmilのUI
Black BG 	黒背景
Stereo 	立体視
Fog effect	かすみ効果
Viewing	表示

.	met
Category	カテゴリ

Method	手法
Software	ソフトウェア
Equipment	設備・装置
As/for	用途・名目
Yearly stat	年次統計
Website	ウェブサイト
Place	場所
NMR experiment type 	NMR実験タイプ
NMR refinement	NMR精密化

cryo-em	クライオ電子顕微鏡法
cryo em	クライオ電子顕微鏡法
negative staining	ネガティブ染色法
energy filter	エネルギーフィルター
model fitting	モデルフィッティング
modeling	モデリング
SYNCHROTRON	シンクロトロン
radiation source	放射線源
X-ray diffraction	X線回折
powder diffraction	粉末回折
solution scattering	溶液散乱
fiber diffraction	繊維回折
neutron diffraction	中性子回折
structure determination	構造決定
data analysis	データ解析
crystalization	結晶化
VAPOR DIFFUSION	蒸気拡散法
MOLECULAR REPLACEMENT	分子置換
HANGING DROP	ハンギングドロップ法
SITTING DROP	シッティングドロップ法
EVAPORATION	蒸発脱水法
LIPIDIC CUBIC PHASE	脂質キュービック相法
MICROBATCH	マイクロバッチ法
BATCH	バッチ法
refinement	精密化
refine	精密化
phasing	位相決定
theoretical model	理論モデル
final Euler assignment	最終オイラー角割当
initial Euler assignment	初期オイラー角割当
data extraction	データ抽出
data scaling	データスケーリング
data reduction	データ削減
data collection	データ収集
symmetry determination	対称性決定
structure solution	構造決定
infrared spectroscopy	赤外分光
classification	分類

model building	モデル構築
model refinement	モデル精密化
electron microscopy	電子顕微鏡法
Single particle reconstruction 	単粒子再構成法
Electron tomography 	電子線トモグラフィー法
Subtomogram averaging 	サブトモグラム平均法
Helical reconstruction 	らせん対称体再構成法
Electron crystallography 	電子線結晶学
3D reconstruction	３次元再構成
